input_ply,traits_json,traits_csv,convex_hull_ply,point_count,bbox_width_m,bbox_depth_m,bbox_height_m,bbox_volume_m3,convex_hull_area_m2,convex_hull_volume_m3,height_max_m,height_top_1_pct_m,height_top_3_pct_m,height_top_5_pct_m,height_top_10_pct_m,height_top_13_pct_m
data\main\test_plant_20230809133659\plants\plant_2.ply,data\main\test_plant_20230809133659\traits\plant_2\traits.json,data\main\test_plant_20230809133659\traits\plant_2\traits.csv,data\main\test_plant_20230809133659\traits\plant_2\convex_hull.ply,300842,0.9247483761233766,0.7000333692821181,0.8085810745329585,0.5234387762948983,1.926418022373843,0.22088676569771135,0.8085810745329585,0.7464484310178008,0.6718042733601435,0.5956811151081343,0.5104004107554612,0.48133633053027514
