input_ply,traits_json,traits_csv,convex_hull_ply,point_count,bbox_width_m,bbox_depth_m,bbox_height_m,bbox_volume_m3,convex_hull_area_m2,convex_hull_volume_m3,height_max_m,height_top_1_pct_m,height_top_3_pct_m,height_top_5_pct_m,height_top_10_pct_m,height_top_13_pct_m
data\main\test_plant_20230809133659\plants\plant_3.ply,data\main\test_plant_20230809133659\traits\plant_3\traits.json,data\main\test_plant_20230809133659\traits\plant_3\traits.csv,data\main\test_plant_20230809133659\traits\plant_3\convex_hull.ply,192761,0.8234594395586446,0.6680678623122489,0.6963723557607222,0.38309308696925154,1.7811681066997933,0.2008512586092446,0.6963723557607222,0.6589489440181209,0.6251764673033489,0.5798938782154501,0.5084002223677297,0.4833119331383602
