input_ply,traits_json,traits_csv,convex_hull_ply,point_count,bbox_width_m,bbox_depth_m,bbox_height_m,bbox_volume_m3,convex_hull_area_m2,convex_hull_volume_m3,height_max_m,height_top_1_pct_m,height_top_3_pct_m,height_top_5_pct_m,height_top_10_pct_m,height_top_13_pct_m
data\main\test_plant_20230809133659\plants\plant_1.ply,data\main\test_plant_20230809133659\traits\plant_1\traits.json,data\main\test_plant_20230809133659\traits\plant_1\traits.csv,data\main\test_plant_20230809133659\traits\plant_1\convex_hull.ply,1883153,2.2441842126026876,2.564999138370093,2.1899216362073166,12.605912864061018,15.817485442441749,4.806707676450442,2.1899216362073166,1.8096592073870004,1.6269455666303618,1.5526556098921707,1.4661562078956214,1.436393335270163
